time,inflow
41285.58333,0.018501782
41285.70833,0.030421248
41285.83333,0.026535121
41285.95833,0.020434804
41286.08333,0.04610132
41286.20833,0.055721243
41286.33333,0.037134107
41286.45833,0.032906562
41286.58333,0.045830195
41286.70833,0.030556811
41286.83333,0.039925692
41286.95833,0.119139429
41287.08333,0.017748657
41287.20833,0.01860722
41287.33333,0.018622282
41287.45833,0.025651454
41287.58333,0.023331827
41287.70833,0.025887433
41287.83333,0.018044886
41287.95833,0.01416378
41288.08333,0.029728373
41288.20833,0.022237285
41288.33333,0.029688206
41288.45833,0.050288698
41288.58333,0.023859015
41288.70833,0.021890847
41288.83333,0.021454034
41288.95833,0.035366772
41289.08333,0.018612241
41289.20833,0.018622282
41289.33333,0.055831702
41289.45833,0.026007933
41289.58333,0.010192298
41289.70833,0.010232465
41289.83333,0.031761812
41289.95833,0.019435658
41290.08333,0.045097153
41290.20833,0.037189336
41290.33333,0.027574434
41290.45833,0.008565547
41290.58333,0.012577195
41290.70833,0.024823016
41290.83333,0.017362053
41290.95833,0.075588693
41291.08333,0.033775167
41291.20833,0.018687553
41291.33333,0.035617814
41291.45833,0.013541196
41291.58333,0.071416378
41291.70833,0.022413014
41291.83333,0.023146056
41291.95833,0.146367425
41292.08333,0.022458202
41292.20833,0.018833158
41292.33333,0.018863283
41292.45833,0.036426169
41292.58333,0.03535171
41292.70833,0.038027815
41292.83333,0.031942562
41292.95833,0.020183763
41293.08333,0.032816187
41293.20833,0.056077723
41293.33333,0.018918512
41293.45833,0.027107496
41293.58333,0.015705176
41293.70833,0.022674098
41293.83333,0.020555305
41293.95833,0.021900889
41294.08333,0.024014661
41294.20833,0.018732741
41294.33333,0.013034091
41294.45833,0.019054074
41294.58333,0.019696741
41294.70833,0.015293468
41294.83333,0.020359492
41294.95833,0.009509464
41295.08333,0.018843199
41295.20833,0.01884822
41295.33333,0.018878345
41295.45833,0.011472611
41295.58333,0.001762314
41295.70833,0.011527841
41295.83333,0.00486017
41295.95833,0.010699403
41296.08333,0.027002059
41296.20833,0.01884822
41296.33333,0.015444093
41296.45833,0.010558819
41296.58333,0.005568108
41296.70833,0.018049907
41296.83333,0.021117638
41296.95833,0.003735502
41297.08333,0.018933574
41297.20833,0.018943616
41297.33333,0.018963699
41297.45833,0.013485967
41297.58333,0.015393885
41297.70833,0.027709996
41297.83333,0.020254054
41297.95833,0.028774414
41298.08333,0.007345484
41298.20833,0.020148617
41298.33333,0.020153638
41298.45833,0.016714365
41298.58333,0.007516192
41298.70833,0.005628358
41298.83333,0.066782146
41298.95833,0.010122006
41299.08333,0.018411407
41299.20833,0.018421449
41299.33333,0.018431491
41299.45833,0.017613094
41299.58333,0.012165487
41299.70833,0.01920972
41299.83333,0.008460109
41299.95833,0.016533615
41300.08333,0.032484812
41300.20833,0.051087011
41300.33333,0.018572074
41300.45833,0.020223929
41300.58333,0.076999548
41300.70833,0.016463323
41300.83333,0.043425215
41300.95833,0.015373801
41301.08333,0.037164232
41301.20833,0.018567053
41301.33333,0.018587137
41301.45833,0.018587137
41301.58333,0.018541949
41301.70833,0.010784757
41301.83333,0.044103028
41301.95833,0.043641111
41302.08333,0.064080936
41302.20833,0.032580208
41302.33333,0.037249586
41302.45833,0.024863182
41302.58333,0.020575388
41302.70833,0.017336948
41302.83333,0.01656876
41302.95833,0.030029623
41303.08333,0.030155144
41303.20833,0.018722699
41303.33333,0.018742783
41303.45833,0.02472762
41303.58333,0.014359592
41303.70833,0.021920972
41303.83333,0.019219762
41303.95833,0.03631571
41304.08333,0.019013908
41304.20833,0.018913491
41304.33333,0.011919466
41304.45833,0.035301501
41304.58333,0.032750916
41304.70833,0.026344329
41304.83333,0.009504443
41304.95833,0.076221318
41305.08333,0.052527991
41305.20833,0.065838229
41305.33333,0.019355325
41305.45833,0.019360345
41305.58333,0.005432545
41305.70833,0.006938796
41305.83333,0.013972988
41305.95833,0.055294472
41306.08333,0.019355325
41306.20833,0.033278104
41306.33333,0.019315158
41306.45833,0.011256715
41306.58333,0.046347341
41306.70833,0.009855902
41306.83333,0.009213235
41306.95833,0.011091028
41307.08333,0.037977607
41307.20833,0.033293167
41307.33333,0.019350304
41307.45833,0.01938545
41307.58333,0.005427524
41307.70833,0.019365366
41307.83333,0.051885324
41307.95833,0.182070593
41308.08333,0.065863333
41308.20833,0.019365366
41308.33333,0.019375408
41308.45833,0.089094743
41308.58333,0.051895366
41308.70833,0.033348396
41308.83333,0.140262088
41308.95833,0.149565698
41309.08333,0.019395491
41309.20833,0.005442587
41309.33333,0.019049054
41309.45833,0.032821208
41309.58333,0.1861927
41309.70833,0.069940252
41309.83333,0.069935231
41309.95833,0.167675855
41310.08333,0.088688055
41310.20833,0.018928553
41310.33333,0.01890847
41310.45833,0.018863283
41310.58333,0.069980419
41310.70833,0.018843199
41310.83333,0.074027213
41310.95833,0.138730733
41311.08333,0.083933323
41311.20833,0.037445398
41311.33333,0.042611839
41311.45833,0.079866446
41311.58333,0.072536025
41311.70833,0.049661094
41311.83333,0.109875985
41311.95833,0.181618718
41312.08333,0.086062158
41312.20833,0.036757544
41312.33333,0.011989757
41312.45833,0.032424562
41312.58333,0.039031983
41312.70833,0.083009489
41312.83333,0.104448461
41312.95833,0.086006929
41313.08333,0.026791183
41313.20833,0.01884822
41313.33333,0.01866747
41313.45833,0.036024502
41313.58333,0.038022795
41313.70833,0.097193352
41313.83333,0.200933876
41313.95833,0.270502586
41314.08333,0.017412261
41314.20833,0.025807099
41314.33333,0.032489833
41314.45833,0.018913491
41314.58333,0.049856906
41314.70833,0.1127228
41314.83333,0.097700457
41314.95833,0.059632475
41315.08333,0.041170859
41315.20833,0.067434855
41315.33333,0.050760657
41315.45833,0.033268062
41315.58333,0.01933022
41315.70833,0.019355325
41315.83333,0.020756138
41315.95833,0.15216147
41316.08333,0.076296631
41316.20833,0.085575137
41316.33333,0.032409499
41316.45833,0.010252548
41316.58333,0.01986745
41316.70833,0.015072551
41316.83333,0.015157905
41316.95833,0.015976302
41317.08333,0.023216348
41317.20833,0.037791836
41317.33333,0.037852086
41317.45833,0.031862228
41317.58333,0.042872923
41317.70833,0.040332379
41317.83333,0.031591103
41317.95833,0.020751117
41318.08333,0.105859316
41318.20833,0.051127178
41318.33333,0.037832003
41318.45833,0.019249887
41318.58333,0.040864588
41318.70833,0.010282673
41318.83333,0.04201938
41318.95833,0.02988904
41319.08333,0.003353919
41319.20833,0.019219762
41319.33333,0.030601998
41319.45833,0.072435608
41319.58333,0.023813827
41319.70833,0.036265502
41319.83333,0.145644424
41319.95833,0.230225436
41320.08333,0.048436009
41320.20833,0.037510669
41320.33333,0.033483958
41320.45833,0.018471657
41320.58333,0.019054074
41320.70833,0.070638148
41320.83333,0.103604961
41320.95833,0.188803535
41321.08333,0.014148717
41321.20833,0.084837074
41321.33333,0.033689813
41321.45833,0.040231963
41321.58333,0.010880153
41321.70833,0.020153638
41321.83333,0.074092484
41321.95833,0.083591906
41322.08333,0.019842346
41322.20833,0.035125772
41322.33333,0.065978812
41322.45833,0.030175227
41322.58333,0.037560878
41322.70833,0.066305166
41322.83333,0.036762565
41322.95833,0.193633579
41323.08333,0.195310539
41323.20833,0.145242757
41323.33333,0.065818145
41323.45833,0.018722699
41323.58333,0.150846011
41323.70833,0.043480444
41323.83333,0.197810915
41323.95833,0.171110107
41324.08333,0.051468595
41324.20833,0.065451624
41324.33333,0.065466687
41324.45833,0.059496912
41324.58333,0.185329116
41324.70833,0.068780439
41324.83333,0.096826831
41324.95833,0.036039564
41325.08333,0.037746649
41325.20833,0.019219762
41325.33333,0.019214741
41325.45833,0.065692624
41325.58333,0.186468846
41325.70833,0.077506653
41325.83333,0.147411759
41325.95833,0.196113873
41326.08333,0.037837024
41326.20833,0.033142542
41326.33333,0.019194658
41326.45833,0.06320731
41326.58333,0.256474369
41326.70833,0.188075513
41326.83333,0.107009088
41326.95833,0.13391073
41327.08333,0.126163579
41327.20833,0.163367977
41327.33333,0.082658031
41327.45833,0.047055279
41327.58333,0.18187478
41327.70833,0.233052166
41327.83333,0.234021188
41327.95833,0.183365969
41328.08333,0.195908018
41328.20833,0.135447105
41328.33333,0.065687604
41328.45833,0.070351961
41328.58333,0.065682583
41328.70833,0.102876939
41328.83333,0.065697645
41328.95833,0.149445198
41329.08333,0.070422252
41329.20833,0.182010343
41329.33333,0.11692524
41329.45833,0.116553698
41329.58333,0.154129638
41329.70833,0.042893006
41329.83333,0.147723051
41329.95833,0.198297936
41330.08333,0.078174424
41330.20833,0.032032937
41330.33333,0.018024803
41330.45833,0.075543506
41330.58333,0.220018075
41330.70833,0.203911232
41330.83333,0.029572727
41330.95833,0.287201888
41331.08333,0.015479239
41331.20833,0.034071396
41331.33333,0.010799819
41331.45833,0.178701612
41331.58333,0.179956821
41331.70833,0.121815534
41331.83333,0.225079078
41331.95833,0.207149671
41332.08333,0.103815836
41332.20833,0.052673595
41332.33333,0.034076417
41332.45833,0.034588542
41332.58333,0.181478134
41332.70833,0.143415173
41332.83333,0.174705026
41332.95833,0.137390169
41333.08333,0.257242557
41333.20833,0.089877994
41333.33333,0.0340965
41333.45833,0.03409148
41333.58333,0.032931666
41333.70833,0.027303309
41333.83333,0.095029372
41333.95833,0.181247176
41334.08333,0.122428077
41334.20833,0.0526987
41334.33333,0.057353015
41334.45833,0.016041573
41334.58333,0.012642466
41334.70833,0.239132399
41334.83333,0.243605965
41334.95833,0.187538284
41335.08333,0.157649244
41335.20833,0.07130592
41335.33333,0.064613145
41335.45833,0.149093739
41335.58333,0.149646031
41335.70833,0.097830999
41335.83333,0.158924537
41335.95833,0.228894914
41336.08333,0.303765627
41336.20833,0.108515339
41336.33333,0.052723804
41336.45833,0.114761259
41336.58333,0.061203997
41336.70833,0.047662801
41336.83333,0.094286288
41336.95833,0.376818798
41337.08333,0.175131797
41337.20833,0.052728825
41337.33333,0.006808254
41337.45833,0.041321484
41337.58333,0.087402721
41337.70833,0.003715419
41337.83333,0.030004519
41337.95833,0.260897726
41338.08333,0.121654868
41338.20833,0.122794598
41338.33333,0.013947884
41338.45833,0.088823618
41338.58333,0.016664156
41338.70833,0.037982628
41338.83333,0.023904202
41338.95833,0.030531707
41339.08333,0.084877241
41339.20833,0.017015615
41339.33333,0.045247778
41339.45833,0.017502636
41339.58333,0.034106542
41339.70833,0.008781443
41339.83333,0.125771954
41339.95833,0.058924537
41340.08333,0.072023899
41340.20833,0.014424863
41340.33333,0.018024803
41340.45833,0.010317819
41340.58333,0.019335241
41340.70833,0.015203093
41340.83333,0.015659989
41340.95833,0.050369031
41341.08333,0.024772807
41341.20833,0.022659035
41341.33333,0.022428077
41341.45833,0.010147111
41341.58333,0.134206959
41341.70833,0.137309836
41341.83333,0.115715218
41341.95833,0.024150223
41342.08333,0.184099011
41342.20833,0.09916152
41342.33333,0.030958478
41342.45833,0.11140232
41342.58333,0.11482653
41342.70833,0.071863232
41342.83333,0.125214641
41342.95833,0.098192499
41343.08333,0.059170558
41343.20833,0.090676307
41343.33333,0.047326405
41343.45833,0.13931315
41343.58333,0.120043179
41343.70833,0.13835417
41343.83333,0.063704373
41343.95833,0.090671286
41344.08333,0.013310237
41344.20833,0.008992318
41344.33333,0.013797259
41344.45833,0.084259678
41344.58333,0.11392278
41344.70833,0.012029924
41344.83333,0.024928453
41344.95833,0.049148968
41345.08333,0.047396696
41345.20833,0.073158608
41345.33333,0.043892152
41345.45833,0.011151278
41345.58333,0.037826982
41345.70833,0.016784656
41345.83333,0.009685194
41345.95833,0.052191595
41346.08333,0.014158759
41346.20833,0.140533213
41346.33333,0.026871517
41346.45833,0.079148466
41346.58333,0.0140483
41346.70833,0.018557012
41346.83333,0.044590049
41346.95833,0.015584676
41347.08333,0.011075965
41347.20833,0.021765326
41347.33333,0.018220616
41347.45833,0.014033238
41347.58333,0.021684993
41347.70833,0.018049907
41347.83333,0.012275945
41347.95833,0.012732841
41348.08333,0.010709444
41348.20833,0.010950444
41348.33333,0.028121705
41348.45833,0.024356078
41348.58333,0.023698348
41348.70833,0.014118592
41348.83333,0.034267209
41348.95833,0.034086459
41349.08333,0.009614902
41349.20833,0.038640357
41349.33333,0.029748456
41349.45833,0.020389617
41349.58333,0.020761159
41349.70833,0.007209921
41349.83333,0.012436612
41349.95833,0.016518552
41350.08333,0.037540794
41350.20833,0.075915047
41350.33333,0.052708741
41350.45833,0.031485666
41350.58333,0.052533012
41350.70833,0.028543455
41350.83333,0.087588492
41350.95833,0.053592408
41351.08333,0.070146106
41351.20833,0.034136667
41351.33333,0.037279711
41351.45833,0.070698398
41351.58333,0.037490586
41351.70833,0.02988904
41351.83333,0.053160617
41351.95833,0.183009489
41352.08333,0.032981875
41352.20833,0.066621479
41352.33333,0.027152684
41352.45833,0.025530953
41352.58333,0.112742883
41352.70833,0.05173972
41352.83333,0.042049505
41352.95833,0.065652458
41353.08333,0.020123513
41353.20833,0.020113471
41353.33333,0.021664909
41353.45833,0.017457448
41353.58333,0.102179043
41353.70833,0.045192549
41353.83333,0.018175428
41353.95833,0.022287493
41354.08333,0.187914847
41354.20833,0.04801928
41354.33333,0.050730532
41354.45833,0.036431189
41354.58333,0.065361249
41354.70833,0.035216147
41354.83333,0.16998544
41354.95833,0.170994628
41355.08333,0.018110157
41355.20833,0.023015514
41355.33333,0.035186022
41355.45833,0.02869408
41355.58333,0.069277502
41355.70833,0.33805292
41355.83333,0.32659035
41355.95833,0.286468846
41356.08333,0.098403374
41356.20833,0.108108651
41356.33333,0.0734699
41356.45833,0.094567455
41356.58333,0.136069689
41356.70833,0.170417232
41356.83333,0.100798313
41356.95833,0.047798363
41357.08333,0.014972134
41357.20833,0.019470804
41357.33333,0.009946277
41357.45833,0.03055179
41357.58333,0.181784405
41357.70833,0.059557162
41357.83333,0.15125772
41357.95833,0.210222423
41358.08333,0.061655872
41358.20833,0.080092383
41358.33333,0.018346136
41358.45833,0.091198474
41358.58333,0.321152784
41358.70833,0.077059798
41358.83333,0.192775016
41358.95833,0.522227243
41359.08333,0.385560074
41359.20833,0.33121454
41359.33333,0.308605714
41359.45833,0.420038158
41359.58333,0.393568308
41359.70833,0.101486168
41359.83333,0.427805392
41359.95833,0.357488578
41360.08333,0.221373701
41360.20833,0.107947984
41360.33333,0.057332932
41360.45833,0.249485364
41360.58333,0.389631973
41360.70833,0.092860371
41360.83333,0.157543807
41360.95833,0.360641663
41361.08333,0.146407592
41361.20833,0.088050409
41361.33333,0.0526987
41361.45833,0.101732189
41361.58333,0.339810212
41361.70833,0.021519305
41361.83333,0.135155897
41361.95833,0.236155043
41362.08333,0.183697344
41362.20833,0.141406838
41362.33333,0.024838078
41362.45833,0.244344028
41362.58333,0.27586986
41362.70833,0.122699202
41362.83333,0.280147613
41362.95833,0.277411257
41363.08333,0.2469398
41363.20833,0.041632776
41363.33333,0.034653813
41363.45833,0.115740322
41363.58333,0.327986142
41363.70833,0.129818748
41363.83333,0.207129588
41363.95833,0.249630969
41364.08333,0.099442687
41364.20833,0.070934378
41364.33333,0.034759251
41364.45833,0.076738465
41364.58333,0.213365467
41364.70833,0.228076518
41364.83333,0.200261083
41364.95833,0.228367726
41365.08333,0.124376161
41365.20833,0.066069187
41365.33333,0.03883617
41365.45833,0.082176031
41365.58333,0.18721695
41365.70833,0.089581764
41365.83333,0.075237235
41365.95833,0.074343526
41366.08333,0.144710549
41366.20833,0.145790029
41366.33333,0.064803936
41366.45833,0.09681679
41366.58333,0.165295978
41366.70833,0.149224281
41366.83333,0.24903851
41366.95833,0.127227996
41367.08333,0.095672039
41367.20833,0.062238289
41367.33333,0.047803384
41367.45833,0.020274138
41367.58333,0.083622031
41367.70833,0.18739268
41367.83333,0.059632475
41367.95833,0.219059095
41368.08333,0.239288045
41368.20833,0.062293518
41368.33333,0.086830346
41368.45833,0.0462168
41368.58333,0.180273134
41368.70833,0.32064568
41368.83333,0.168494251
41368.95833,0.309549631
41369.08333,0.264080936
41369.20833,0.465235728
41369.33333,0.412552091
41369.45833,0.596992519
41369.58333,0.674438922
41369.70833,0.579826279
41369.83333,0.521403826
41369.95833,0.651704574
41370.08333,0.60714465
41370.20833,0.67406738
41370.33333,0.668358689
41370.45833,0.66134458
41370.58333,0.553175679
41370.70833,0.579991967
41370.83333,0.700913792
41370.95833,0.378696591
41371.08333,0.449033489
41371.20833,0.633544208
41371.33333,0.474223026
41371.45833,0.511352111
41371.58333,0.482186072
41371.70833,0.698177436
41371.83333,0.515208114
41371.95833,0.483637094
41372.08333,0.433524125
41372.20833,0.4474218
41372.33333,0.389928202
41372.45833,0.444509715
41372.58333,0.42154943
41372.70833,0.406627504
41372.83333,0.514726113
41372.95833,0.428508309
41373.08333,0.447406738
41373.20833,0.270517648
41373.33333,0.391138224
41373.45833,0.36182658
41373.58333,0.398202541
41373.70833,0.439192649
41373.83333,0.459040016
41373.95833,0.46986996
41374.08333,0.333222875
41374.20833,0.294451976
41374.33333,0.402209168
41374.45833,0.49129387
41374.58333,0.39135914
41374.70833,0.326118391
41374.83333,0.329497414
41374.95833,0.197313852
41375.08333,0.154471055
41375.20833,0.035010293
41375.33333,0.054717076
41375.45833,0.103981523
41375.58333,0.167510167
41375.70833,0.196309685
41375.83333,0.049093739
41375.95833,0.178219611
41376.08333,0.119962846
41376.20833,0.074795401
41376.33333,0.041221067
41376.45833,0.162198122
41376.58333,0.289124868
41376.70833,0.33283125
41376.83333,0.4265301
41376.95833,0.323733494
41377.08333,0.063498519
41377.20833,0.127458955
41377.33333,0.023638098
41377.45833,0.043329819
41377.58333,0.137420294
41377.70833,0.203760607
41377.83333,0.187442888
41377.95833,0.389029472
41378.08333,0.121117638
41378.20833,0.03613496
41378.33333,0.040071296
41378.45833,0.096892102
41378.58333,0.270171211
41378.70833,0.249003364
41378.83333,0.172541045
41378.95833,0.322202139
41379.08333,0.111126174
41379.20833,0.175503339
41379.33333,0.082587739
41379.45833,0.287001054
41379.58333,0.376567756
41379.70833,0.349902094
41379.83333,0.283767636
41379.95833,0.414354571
41380.08333,0.441813526
41380.20833,0.19555656
41380.33333,0.318190491
41380.45833,0.289682181
41380.58333,0.311337049
41380.70833,0.063242456
41380.83333,0.103589898
41380.95833,0.072556108
41381.08333,0.16974946
41381.20833,0.098784958
41381.33333,0.144032736
41381.45833,0.094522267
41381.58333,0.229100768
41381.70833,0.058086057
41381.83333,0.032615354
41381.95833,0.168243209
41382.08333,0.043570819
41382.20833,0.03277602
41382.33333,0.024341015
41382.45833,0.054762263
41382.58333,0.097163227
41382.70833,0.109936235
41382.83333,0.060737059
41382.95833,0.117427323
41383.08333,0.138740774
41383.20833,0.034563438
41383.33333,0.108570568
41383.45833,0.051513782
41383.58333,0.091012703
41383.70833,0.092579204
41383.83333,0.204071898
41383.95833,0.123321785
41384.08333,0.124481599
41384.20833,0.032248833
41384.33333,0.047316363
41384.45833,0.025465683
41384.58333,0.179248883
41384.70833,0.095772456
41384.83333,0.508781443
41384.95833,0.545544008
41385.08333,0.597489582
41385.20833,0.216714365
41385.33333,0.301014209
41385.45833,0.330059748
41385.58333,0.430742582
41385.70833,0.19898077
41385.83333,0.279966862
41385.95833,0.352392429
41386.08333,0.394808455
41386.20833,0.191268765
41386.33333,0.125279912
41386.45833,0.327494101
41386.58333,0.38907466
41386.70833,0.315634885
41386.83333,0.41362655
41386.95833,0.305914545
41387.08333,0.317367073
41387.20833,0.132389416
41387.33333,0.161997289
41387.45833,0.127127579
41387.58333,0.270156148
41387.70833,0.166977959
41387.83333,0.338856253
41387.95833,0.320620575
41388.08333,0.164929457
41388.20833,0.104232565
41388.33333,0.06404579
41388.45833,0.057112015
41388.58333,0.032524979
41388.70833,0.091052869
41388.83333,0.132334187
41388.95833,0.078023799
41389.08333,0.11818547
41389.20833,0.053341367
41389.33333,0.108716172
41389.45833,0.061023246
41389.58333,0.044931466
41389.70833,0.018240699
41389.83333,0.044991716
41389.95833,0.02520962
41390.08333,0.043008485
41390.20833,0.021097555
41390.33333,0.009815735
41390.45833,0.054355576
41390.58333,0.048656926
41390.70833,0.062981373
41390.83333,0.053682784
41390.95833,0.028116684
41391.08333,0.019420595
41391.20833,0.106230858
41391.33333,0.077767736
41391.45833,0.022804639
41391.58333,0.03391073
41391.70833,0.298051915
41391.83333,0.211532861
41391.95833,0.111482653
41392.08333,0.076743485
41392.20833,0.068122709
41392.33333,0.044529799
41392.45833,0.065471708
41392.58333,0.084058844
41392.70833,0.041969172
41392.83333,0.025284932
41392.95833,0.085826179
41393.08333,0.164080936
41393.20833,0.16290606
41393.33333,0.105035899
41393.45833,0.290219411
41393.58333,0.399136416
41393.70833,0.501114626
41393.83333,0.446548175
41393.95833,0.471406336
41394.08333,0.487749159
41394.20833,0.480524175
41394.33333,0.568860772
41394.45833,0.443189235
41394.58333,0.521509263
41394.70833,0.464251644
41394.83333,0.392122308
41394.95833,0.49603856
41395.08333,0.473966963
41395.20833,0.464668374
41395.33333,0.409353818
41395.45833,0.460772205
41395.58333,0.46176633
41395.70833,0.451543907
41395.83333,0.398212582
41395.95833,0.419049054
41396.08333,0.426595371
41396.20833,0.43667219
41396.33333,0.343179194
41396.45833,0.313074258
41396.58333,0.450399156
41396.70833,0.417989657
41396.83333,0.338253753
41396.95833,0.421278305
41397.08333,0.373816338
41397.20833,0.258116182
41397.33333,0.198594166
41397.45833,0.140066275
41397.58333,0.220866596
41397.70833,0.296154039
41397.83333,0.299422604
41397.95833,0.381488176
41398.08333,0.395124768
41398.20833,0.353868555
41398.33333,0.333217854
41398.45833,0.386453783
41398.58333,0.298579103
41398.70833,0.267655771
41398.83333,0.322849827
41398.95833,0.340392629
41399.08333,0.327765226
41399.20833,0.315082593
41399.33333,0.34207461
41399.45833,0.342551589
41399.58333,0.102163981
41399.70833,0.027815434
41399.83333,0.021695034
41399.95833,0.07611086
41400.08333,0.340262088
41400.20833,0.292895516
41400.33333,0.191640307
41400.45833,0.287292263
41400.58333,0.423643119
41400.70833,0.254270221
41400.83333,0.25516393
41400.95833,0.274780338
41401.08333,0.352964804
41401.20833,0.367786313
41401.33333,0.214098509
41401.45833,0.205688608
41401.58333,0.570266606
41401.70833,0.719947783
41401.83333,0.520685846
41401.95833,0.576858965
41402.08333,0.332133353
41402.20833,0.388311493
41402.33333,0.558306974
41402.45833,0.916774615
41402.58333,0.504428378
41402.70833,0.504428378
41402.83333,0.504428378
41402.95833,0.504428378
41403.08333,0.922674098
41403.20833,0.771315961
41403.33333,0.800351459
41403.45833,0.786403575
41403.58333,0.421885826
41403.70833,0.651162324
41403.83333,0.533227896
41403.95833,0.615233218
41404.08333,0.667098459
41404.20833,0.647331425
41404.33333,0.681387759
41404.45833,0.887061304
41404.58333,0.934397751
41404.70833,0.798684541
41404.83333,0.504428378
41404.95833,0.504428378
41405.08333,0.951353115
41405.20833,0.504428378
41405.33333,0.817100969
41405.45833,0.700652709
41405.58333,0.588949139
41405.70833,0.667158709
41405.83333,0.691283828
41405.95833,0.520625596
41406.08333,0.727222975
41406.20833,0.517261636
41406.33333,0.536621981
41406.45833,0.518697595
41406.58333,0.589416077
41406.70833,0.494160767
41406.83333,0.514289301
41406.95833,0.41854697
41407.08333,0.54273736
41407.20833,0.407626651
41407.33333,0.574047296
41407.45833,0.487106492
41407.58333,0.438640357
41407.70833,0.466797208
41407.83333,0.438273836
41407.95833,0.481387759
41408.08333,0.47556861
41408.20833,0.384736657
41408.33333,0.464085957
41408.45833,0.480895717
41408.58333,0.475724256
41408.70833,0.522262389
41408.83333,0.718993824
41408.95833,0.504428378
41409.08333,0.504428378
41409.20833,0.504428378
41409.33333,0.949907115
41409.45833,0.790977557
41409.58333,0.649440177
41409.70833,0.662880956
41409.83333,0.616413114
41409.95833,0.880800321
41410.08333,0.760666767
41410.20833,0.711291861
41410.33333,0.511653361
41410.45833,0.497534769
41410.58333,0.503740523
41410.70833,0.539624441
41410.83333,0.461997289
41410.95833,0.489049556
41411.08333,0.588868806
41411.20833,0.489923181
41411.33333,0.547788322
41411.45833,0.475232214
41411.58333,0.45096149
41411.70833,0.547020134
41411.83333,0.452774012
41411.95833,0.468303459
41412.08333,0.557277702
41412.20833,0.495862831
41412.33333,0.487949992
41412.45833,0.565044936
41412.58333,0.451599136
41412.70833,0.494010142
41412.83333,0.485309032
41412.95833,0.510207361
41413.08333,0.637269669
41413.20833,0.477486569
41413.33333,0.517146157
41413.45833,0.464889291
41413.58333,0.506386504
41413.70833,0.272229753
41413.83333,0.450494552
41413.95833,0.483481448
41414.08333,0.447281217
41414.20833,0.421845659
41414.33333,0.333619521
41414.45833,0.421484159
41414.58333,0.438590149
41414.70833,0.365391374
41414.83333,0.370507607
41414.95833,0.4273736
41415.08333,0.399653562
41415.20833,0.46806748
41415.33333,0.520490034
41415.45833,0.320479992
41415.58333,0.418657428
41415.70833,0.397544811
41415.83333,0.413420696
41415.95833,0.303765627
41416.08333,0.253371492
41416.20833,0.280248029
41416.33333,0.338158357
41416.45833,0.288437014
41416.58333,0.428417934
41416.70833,0.248671989
41416.83333,0.248315509
41416.95833,0.438675503
41417.08333,0.263016519
41417.20833,0.402746398
41417.33333,0.362188081
41417.45833,0.362624893
41417.58333,0.382798614
41417.70833,0.381061405
41417.83333,0.374358588
41417.95833,0.376095798
41418.08333,0.45648441
41418.20833,0.30438319
41418.33333,0.330381081
41418.45833,0.289471306
41418.58333,0.428814581
41418.70833,0.369081689
41418.83333,0.414972134
41418.95833,0.40083848
41419.08333,0.3872772
41419.20833,0.342621881
41419.33333,0.330421248
41419.45833,0.380102425
41419.58333,0.344449465
41419.70833,0.385971783
41419.83333,0.40467942
41419.95833,0.390907265
41420.08333,0.35546518
41420.20833,0.465602249
41420.33333,0.460330371
41420.45833,0.653758096
41420.58333,0.642054526
